chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
112,EZH2,DZNep,drug,has_potential_properties,antiviral and anti-cancer properties,other,DZNep has potential antiviral and anti-cancer properties because it lowers EZH2 levels and induces apoptosis in breast and colon cancer cells.
112,EZH2,DZNep,drug,lowers,EZH2 levels,other,DZNep has potential antiviral and anti-cancer properties because it lowers EZH2 levels and induces apoptosis in breast and colon cancer cells.
112,EZH2,DZNep,drug,induces,apoptosis in breast and colon cancer cells,other,DZNep has potential antiviral and anti-cancer properties because it lowers EZH2 levels and induces apoptosis in breast and colon cancer cells.
112,EZH2,DZNep,drug,inhibits,hydrolysis of S-adenosyl-L-homocysteine (SAH),other,"DZNep inhibits the hydrolysis of S-adenosyl-L-homocysteine (SAH), which is a product-based inhibitor of all protein methyltransferases, leading to increased cellular concentrations of SAH which in turn inhibits EZH2."
112,EZH2,DZNep,drug,leads_to,increased cellular concentrations of SAH,other,"DZNep inhibits the hydrolysis of S-adenosyl-L-homocysteine (SAH), which is a product-based inhibitor of all protein methyltransferases, leading to increased cellular concentrations of SAH which in turn inhibits EZH2."
112,EZH2,DZNep,drug,inhibits,EZH2,protein,"DZNep inhibits the hydrolysis of S-adenosyl-L-homocysteine (SAH), which is a product-based inhibitor of all protein methyltransferases, leading to increased cellular concentrations of SAH which in turn inhibits EZH2."
112,EZH2,DZNep,drug,inhibits,other DNA methyltransferases,other,"However, DZNep is not specific to EZH2 and also inhibits other DNA methyltransferases."
112,EZH2,EPZ005687,drug,is_more_selective_than,DZNep,drug,"In 2012, a company called Epizyme revealed EPZ005687, an S-adenosylmethionine (SAM) competitive inhibitor that is more selective than DZNep;"
112,EZH2,EPZ005687,drug,has,50-fold increase in selectivity for EZH2 compared to EZH1,other,"In 2012, a company called Epizyme revealed EPZ005687, an S-adenosylmethionine (SAM) competitive inhibitor that is more selective than DZNep; it has a 50-fold increase in selectivity for EZH2 compared to EZH1."
112,EZH2,EPZ005687,drug,blocks,EZH2 activity,other,The drug blocks EZH2 activity by binding to the SET domain active site of the enzyme.
112,EZH2,EPZ005687,drug,can_inhibit,Y641 and A677 mutants of EZH2,other,"EPZ005687 can also inhibit the Y641 and A677 mutants of EZH2, which may be applicable for treating non-Hodgkin's lymphoma."
112,EZH2,Tazemetostat,drug,was_used_in,Phase I clinical trials,other,"In 2013, Epizyme began Phase I clinical trials with another EZH2 inhibitor, tazemetostat (EPZ-6438), for patients with B-cell lymphoma."
112,EZH2,Tazemetostat,drug,gained,FDA accelerated approval,other,"In 2020, tazemetostat, with the tradename Tazverik, gained an FDA accelerated approval for the treatment of metastatic or locally advanced epithelioid sarcoma and an accelerated approval for the treatment of patients with relapsed follicular lymphoma later that year."
